"#";"X48";"Y48";"X49";"Y49";"X50";"Y50";"X51";"Y51";"X52";"Y52";"X53";"Y53";"X54";"Y54";"X55";"Y55";"X56";"Y56";"X57";"Y57";"X58";"Y58";"X59";"Y59";"X60";"Y60";"X61";"Y61";"X62";"Y62";"X63";"Y63";"X64";"Y64";"X65";"Y65";"X66";"Y66";"X67";"Y67";"V"
"18";"0.3636";"0.6728";"0.4610";"0.6049";"0.5325";"0.5802";"0.5844";"0.5988";"0.6429";"0.5926";"0.6883";"0.6358";"0.7338";"0.7160";"0.6753";"0.7284";"0.6234";"0.7346";"0.5714";"0.7346";"0.5130";"0.7222";"0.4416";"0.7037";"0.3961";"0.6667";"0.5260";"0.6481";"0.5779";"0.6605";"0.6364";"0.6605";"0.7013";"0.7037";"0.6299";"0.6667";"0.5779";"0.6667";"0.5260";"0.6605"
"19";"0.3782";"0.6863";"0.4744";"0.6405";"0.5513";"0.6209";"0.5962";"0.6275";"0.6410";"0.6209";"0.6987";"0.6471";"0.7500";"0.6993";"0.6923";"0.7255";"0.6410";"0.7320";"0.5962";"0.7320";"0.5385";"0.7320";"0.4679";"0.7255";"0.4167";"0.6863";"0.5449";"0.6797";"0.5962";"0.6797";"0.6410";"0.6797";"0.7179";"0.6993";"0.6410";"0.6732";"0.5962";"0.6732";"0.5449";"0.6667"
"20";"0.3613";"0.6993";"0.4581";"0.6471";"0.5290";"0.6209";"0.5742";"0.6340";"0.6258";"0.6209";"0.6710";"0.6536";"0.7290";"0.7059";"0.6710";"0.7320";"0.6194";"0.7320";"0.5742";"0.7386";"0.5161";"0.7320";"0.4516";"0.7320";"0.4000";"0.6928";"0.5226";"0.6797";"0.5742";"0.6863";"0.6194";"0.6797";"0.6903";"0.7059";"0.6194";"0.6667";"0.5742";"0.6732";"0.5226";"0.6667"
"21";"0.3590";"0.7013";"0.4551";"0.6558";"0.5256";"0.6234";"0.5705";"0.6364";"0.6154";"0.6234";"0.6603";"0.6558";"0.7179";"0.7078";"0.6603";"0.7338";"0.6154";"0.7338";"0.5705";"0.7338";"0.5192";"0.7338";"0.4487";"0.7338";"0.4038";"0.6948";"0.5192";"0.6818";"0.5705";"0.6818";"0.6154";"0.6818";"0.6859";"0.7013";"0.6090";"0.6688";"0.5705";"0.6688";"0.5192";"0.6688"
"22";"0.3462";"0.6993";"0.4359";"0.6536";"0.5128";"0.6275";"0.5641";"0.6340";"0.6026";"0.6209";"0.6603";"0.6471";"0.7179";"0.7059";"0.6538";"0.7320";"0.6026";"0.7451";"0.5577";"0.7451";"0.5064";"0.7451";"0.4359";"0.7451";"0.3910";"0.6993";"0.5128";"0.6863";"0.5577";"0.6863";"0.6026";"0.6863";"0.6859";"0.6993";"0.6026";"0.6732";"0.5577";"0.6732";"0.5128";"0.6732"
"23";"0.3602";"0.6993";"0.4472";"0.6536";"0.5155";"0.6340";"0.5652";"0.6405";"0.6087";"0.6275";"0.6584";"0.6471";"0.7143";"0.6993";"0.6522";"0.7255";"0.6087";"0.7320";"0.5590";"0.7386";"0.5093";"0.7386";"0.4410";"0.7320";"0.3975";"0.6928";"0.5155";"0.6797";"0.5652";"0.6797";"0.6087";"0.6732";"0.6832";"0.6928";"0.6087";"0.6732";"0.5590";"0.6797";"0.5093";"0.6732"
"24";"0.3497";"0.6993";"0.4356";"0.6536";"0.5092";"0.6275";"0.5583";"0.6340";"0.5951";"0.6275";"0.6503";"0.6536";"0.7117";"0.7059";"0.6442";"0.7320";"0.6012";"0.7386";"0.5521";"0.7451";"0.5031";"0.7451";"0.4356";"0.7386";"0.3865";"0.6928";"0.5031";"0.6797";"0.5521";"0.6863";"0.5951";"0.6797";"0.6748";"0.6993";"0.5951";"0.6667";"0.5521";"0.6732";"0.5031";"0.6732"
"25";"0.3713";"0.7097";"0.4551";"0.6581";"0.5150";"0.6194";"0.5689";"0.6323";"0.6048";"0.6194";"0.6527";"0.6516";"0.7066";"0.7032";"0.6527";"0.7161";"0.6048";"0.7290";"0.5629";"0.7355";"0.5090";"0.7355";"0.4491";"0.7419";"0.4132";"0.7032";"0.5150";"0.6774";"0.5629";"0.6839";"0.6048";"0.6774";"0.6707";"0.6968";"0.6048";"0.6581";"0.5629";"0.6645";"0.5150";"0.6645"
"26";"0.3787";"0.7190";"0.4556";"0.6536";"0.5148";"0.6078";"0.5621";"0.6144";"0.5917";"0.6078";"0.6391";"0.6405";"0.6982";"0.7059";"0.6391";"0.7255";"0.5976";"0.7386";"0.5621";"0.7451";"0.5148";"0.7451";"0.4556";"0.7516";"0.4201";"0.7124";"0.5148";"0.6797";"0.5621";"0.6797";"0.5917";"0.6797";"0.6627";"0.6993";"0.5917";"0.6601";"0.5621";"0.6667";"0.5148";"0.6667"
"27";"0.3669";"0.6968";"0.4497";"0.6452";"0.5148";"0.6065";"0.5562";"0.6194";"0.5976";"0.6000";"0.6450";"0.6323";"0.7041";"0.6903";"0.6450";"0.7161";"0.5976";"0.7226";"0.5562";"0.7290";"0.5089";"0.7290";"0.4438";"0.7355";"0.4083";"0.6968";"0.5089";"0.6710";"0.5562";"0.6774";"0.5917";"0.6710";"0.6686";"0.6903";"0.5976";"0.6516";"0.5562";"0.6581";"0.5089";"0.6581"
"28";"0.3609";"0.7051";"0.4438";"0.6538";"0.5089";"0.6154";"0.5562";"0.6282";"0.5976";"0.6154";"0.6450";"0.6474";"0.7041";"0.6987";"0.6391";"0.7244";"0.5917";"0.7308";"0.5503";"0.7372";"0.5030";"0.7372";"0.4379";"0.7436";"0.3964";"0.6987";"0.5089";"0.6795";"0.5562";"0.6859";"0.5976";"0.6795";"0.6746";"0.6923";"0.5917";"0.6603";"0.5503";"0.6667";"0.5089";"0.6667"
"29";"0.3571";"0.7032";"0.4345";"0.6516";"0.5000";"0.6194";"0.5476";"0.6323";"0.5893";"0.6129";"0.6429";"0.6452";"0.7024";"0.6968";"0.6429";"0.7226";"0.5893";"0.7290";"0.5476";"0.7355";"0.5000";"0.7419";"0.4345";"0.7419";"0.3929";"0.6968";"0.5060";"0.6774";"0.5476";"0.6774";"0.5893";"0.6710";"0.6726";"0.6968";"0.5893";"0.6645";"0.5476";"0.6710";"0.5000";"0.6710"
"30";"0.3647";"0.7070";"0.4412";"0.6624";"0.5059";"0.6369";"0.5588";"0.6433";"0.5941";"0.6306";"0.6471";"0.6561";"0.7059";"0.7070";"0.6471";"0.7325";"0.6000";"0.7389";"0.5588";"0.7452";"0.5118";"0.7452";"0.4471";"0.7452";"0.4059";"0.7070";"0.5118";"0.6879";"0.5588";"0.6943";"0.5941";"0.6879";"0.6765";"0.7070";"0.5941";"0.6624";"0.5588";"0.6688";"0.5118";"0.6688"
"31";"0.3609";"0.7013";"0.4379";"0.6623";"0.5030";"0.6299";"0.5503";"0.6364";"0.5858";"0.6299";"0.6391";"0.6558";"0.6982";"0.7143";"0.6391";"0.7403";"0.5858";"0.7468";"0.5503";"0.7468";"0.5030";"0.7468";"0.4379";"0.7468";"0.3964";"0.7078";"0.5030";"0.6948";"0.5503";"0.6948";"0.5858";"0.6948";"0.6627";"0.7078";"0.5858";"0.6688";"0.5503";"0.6688";"0.5030";"0.6688"
"32";"0.3533";"0.7097";"0.4371";"0.6645";"0.5030";"0.6323";"0.5509";"0.6387";"0.5928";"0.6258";"0.6467";"0.6581";"0.7126";"0.7032";"0.6467";"0.7290";"0.5928";"0.7355";"0.5509";"0.7355";"0.4970";"0.7355";"0.4311";"0.7419";"0.3892";"0.7032";"0.5030";"0.6903";"0.5509";"0.6903";"0.5928";"0.6839";"0.6707";"0.6968";"0.5928";"0.6645";"0.5509";"0.6710";"0.4970";"0.6710"
"33";"0.3434";"0.7025";"0.4217";"0.6582";"0.4940";"0.6266";"0.5422";"0.6392";"0.5843";"0.6266";"0.6446";"0.6519";"0.7048";"0.7089";"0.6446";"0.7342";"0.5904";"0.7405";"0.5482";"0.7468";"0.4940";"0.7468";"0.4217";"0.7468";"0.3855";"0.7025";"0.4940";"0.6899";"0.5422";"0.6899";"0.5904";"0.6835";"0.6687";"0.7025";"0.5904";"0.6709";"0.5422";"0.6772";"0.4940";"0.6772"
"34";"0.3529";"0.7134";"0.4353";"0.6688";"0.5000";"0.6306";"0.5412";"0.6433";"0.5824";"0.6306";"0.6353";"0.6688";"0.6941";"0.7197";"0.6294";"0.7452";"0.5824";"0.7389";"0.5412";"0.7452";"0.4941";"0.7452";"0.4353";"0.7516";"0.3941";"0.7134";"0.5000";"0.7006";"0.5412";"0.7006";"0.5824";"0.7006";"0.6588";"0.7134";"0.5824";"0.6624";"0.5412";"0.6624";"0.5000";"0.6624"
"35";"0.3550";"0.7134";"0.4379";"0.6688";"0.5030";"0.6369";"0.5503";"0.6433";"0.5858";"0.6306";"0.6391";"0.6624";"0.6982";"0.7134";"0.6391";"0.7389";"0.5917";"0.7389";"0.5503";"0.7452";"0.4970";"0.7452";"0.4379";"0.7516";"0.3964";"0.7134";"0.5030";"0.6943";"0.5503";"0.6943";"0.5917";"0.6943";"0.6627";"0.7070";"0.5858";"0.6688";"0.5444";"0.6752";"0.4970";"0.6752"
"36";"0.3647";"0.7089";"0.4353";"0.6646";"0.5059";"0.6329";"0.5529";"0.6392";"0.5882";"0.6266";"0.6353";"0.6519";"0.7000";"0.7089";"0.6353";"0.7342";"0.5882";"0.7405";"0.5471";"0.7468";"0.5000";"0.7468";"0.4353";"0.7405";"0.4000";"0.7025";"0.5059";"0.6899";"0.5529";"0.6962";"0.5882";"0.6899";"0.6588";"0.7025";"0.5882";"0.6646";"0.5471";"0.6709";"0.5000";"0.6709"
"37";"0.3434";"0.7107";"0.4337";"0.6667";"0.5060";"0.6415";"0.5542";"0.6478";"0.5964";"0.6352";"0.6506";"0.6541";"0.7048";"0.7107";"0.6446";"0.7358";"0.5964";"0.7421";"0.5482";"0.7484";"0.5000";"0.7421";"0.4277";"0.7484";"0.3855";"0.7044";"0.5060";"0.6918";"0.5542";"0.6981";"0.5964";"0.6918";"0.6747";"0.7044";"0.5904";"0.6730";"0.5482";"0.6730";"0.5000";"0.6792"
"38";"0.3550";"0.7115";"0.4438";"0.6667";"0.5089";"0.6346";"0.5562";"0.6474";"0.5917";"0.6346";"0.6450";"0.6603";"0.7041";"0.7115";"0.6391";"0.7308";"0.5917";"0.7372";"0.5503";"0.7436";"0.5030";"0.7436";"0.4438";"0.7500";"0.3964";"0.7115";"0.5089";"0.6923";"0.5562";"0.6987";"0.5917";"0.6923";"0.6686";"0.7051";"0.5917";"0.6731";"0.5503";"0.6731";"0.5030";"0.6795"
"39";"0.3432";"0.6981";"0.4260";"0.6478";"0.4911";"0.6164";"0.5385";"0.6226";"0.5799";"0.6101";"0.6331";"0.6415";"0.6805";"0.6918";"0.6272";"0.7296";"0.5740";"0.7358";"0.5325";"0.7421";"0.4852";"0.7421";"0.4201";"0.7484";"0.3846";"0.6981";"0.4911";"0.6792";"0.5385";"0.6792";"0.5740";"0.6792";"0.6450";"0.6918";"0.5740";"0.6604";"0.5325";"0.6667";"0.4911";"0.6667"
"40";"0.3567";"0.7115";"0.4386";"0.6731";"0.5088";"0.6410";"0.5497";"0.6474";"0.5906";"0.6346";"0.6433";"0.6667";"0.7018";"0.7115";"0.6433";"0.7436";"0.5906";"0.7500";"0.5497";"0.7500";"0.5029";"0.7500";"0.4386";"0.7564";"0.3977";"0.7115";"0.5088";"0.6987";"0.5497";"0.7051";"0.5906";"0.6987";"0.6667";"0.7115";"0.5906";"0.6731";"0.5497";"0.6795";"0.5029";"0.6795"
"41";"0.3547";"0.7161";"0.4360";"0.6774";"0.5000";"0.6452";"0.5465";"0.6581";"0.5814";"0.6452";"0.6337";"0.6774";"0.6919";"0.7226";"0.6337";"0.7548";"0.5872";"0.7613";"0.5465";"0.7677";"0.4942";"0.7613";"0.4302";"0.7613";"0.3895";"0.7161";"0.5000";"0.7097";"0.5465";"0.7097";"0.5814";"0.7097";"0.6512";"0.7226";"0.5814";"0.6839";"0.5465";"0.6903";"0.5000";"0.6903"
"42";"0.3588";"0.7044";"0.4412";"0.6667";"0.5059";"0.6352";"0.5529";"0.6478";"0.5941";"0.6352";"0.6412";"0.6604";"0.6941";"0.7170";"0.6412";"0.7421";"0.5882";"0.7484";"0.5529";"0.7547";"0.5000";"0.7547";"0.4353";"0.7484";"0.4000";"0.7044";"0.5059";"0.6918";"0.5529";"0.6918";"0.5882";"0.6918";"0.6647";"0.7107";"0.5882";"0.6855";"0.5529";"0.6855";"0.5059";"0.6855"
"43";"0.3626";"0.7134";"0.4444";"0.6752";"0.5088";"0.6433";"0.5556";"0.6561";"0.5906";"0.6497";"0.6491";"0.6752";"0.7135";"0.7197";"0.6433";"0.7516";"0.5965";"0.7516";"0.5556";"0.7580";"0.5029";"0.7516";"0.4444";"0.7580";"0.4035";"0.7134";"0.5088";"0.7006";"0.5556";"0.7070";"0.5965";"0.7070";"0.6784";"0.7197";"0.5906";"0.6815";"0.5556";"0.6879";"0.5029";"0.6815"
"44";"0.3571";"0.7019";"0.4405";"0.6584";"0.5060";"0.6273";"0.5536";"0.6398";"0.5952";"0.6273";"0.6488";"0.6584";"0.7083";"0.7081";"0.6429";"0.7391";"0.5893";"0.7453";"0.5476";"0.7516";"0.5000";"0.7516";"0.4345";"0.7453";"0.3988";"0.7019";"0.5060";"0.6894";"0.5536";"0.6894";"0.5893";"0.6894";"0.6726";"0.7081";"0.5893";"0.6832";"0.5476";"0.6832";"0.5060";"0.6832"
"45";"0.3647";"0.7107";"0.4471";"0.6667";"0.5118";"0.6352";"0.5647";"0.6478";"0.6059";"0.6352";"0.6529";"0.6604";"0.7118";"0.7107";"0.6471";"0.7421";"0.6000";"0.7484";"0.5588";"0.7547";"0.5059";"0.7484";"0.4412";"0.7484";"0.4059";"0.7044";"0.5118";"0.6918";"0.5588";"0.6981";"0.6000";"0.6918";"0.6765";"0.7107";"0.6000";"0.6730";"0.5588";"0.6792";"0.5118";"0.6792"
"46";"0.3473";"0.7044";"0.4311";"0.6541";"0.5030";"0.6226";"0.5509";"0.6352";"0.5928";"0.6226";"0.6467";"0.6478";"0.7066";"0.7044";"0.6467";"0.7358";"0.5988";"0.7421";"0.5569";"0.7484";"0.5030";"0.7484";"0.4311";"0.7484";"0.3892";"0.6981";"0.5030";"0.6855";"0.5509";"0.6855";"0.5928";"0.6855";"0.6707";"0.7044";"0.5928";"0.6792";"0.5509";"0.6792";"0.5030";"0.6792"
"47";"0.3333";"0.7006";"0.4198";"0.6561";"0.4877";"0.6306";"0.5432";"0.6369";"0.5802";"0.6306";"0.6358";"0.6497";"0.6975";"0.7070";"0.6358";"0.7261";"0.5802";"0.7325";"0.5370";"0.7325";"0.4877";"0.7325";"0.4198";"0.7389";"0.3765";"0.7006";"0.4938";"0.6879";"0.5432";"0.6879";"0.5802";"0.6879";"0.6605";"0.7006";"0.5802";"0.6624";"0.5370";"0.6624";"0.4877";"0.6624"
"48";"0.3434";"0.7025";"0.4337";"0.6646";"0.5000";"0.6392";"0.5542";"0.6519";"0.5964";"0.6392";"0.6506";"0.6709";"0.7108";"0.7152";"0.6446";"0.7405";"0.5904";"0.7468";"0.5482";"0.7468";"0.4940";"0.7468";"0.4277";"0.7468";"0.3795";"0.7025";"0.5000";"0.6899";"0.5482";"0.6962";"0.5964";"0.6962";"0.6747";"0.7089";"0.5904";"0.6835";"0.5482";"0.6835";"0.4940";"0.6835"
"49";"0.3533";"0.7089";"0.4371";"0.6709";"0.5090";"0.6456";"0.5569";"0.6582";"0.5928";"0.6456";"0.6407";"0.6646";"0.6946";"0.7089";"0.6407";"0.7342";"0.5988";"0.7405";"0.5569";"0.7468";"0.5090";"0.7468";"0.4431";"0.7468";"0.4012";"0.7089";"0.5090";"0.6962";"0.5569";"0.7025";"0.5928";"0.6962";"0.6587";"0.7025";"0.5928";"0.6772";"0.5569";"0.6835";"0.5090";"0.6772"
"50";"0.3533";"0.7063";"0.4311";"0.6625";"0.5030";"0.6312";"0.5509";"0.6375";"0.5868";"0.6312";"0.6407";"0.6562";"0.7006";"0.7000";"0.6407";"0.7312";"0.5928";"0.7375";"0.5569";"0.7438";"0.5030";"0.7438";"0.4371";"0.7438";"0.4012";"0.7000";"0.5030";"0.6875";"0.5509";"0.6875";"0.5868";"0.6813";"0.6587";"0.7000";"0.5928";"0.6750";"0.5509";"0.6750";"0.5030";"0.6750"
"51";"0.3491";"0.6937";"0.4438";"0.6500";"0.5089";"0.6250";"0.5562";"0.6312";"0.5976";"0.6188";"0.6509";"0.6438";"0.7101";"0.6937";"0.6450";"0.7188";"0.5976";"0.7188";"0.5562";"0.7250";"0.5030";"0.7250";"0.4379";"0.7375";"0.3964";"0.6937";"0.5030";"0.6813";"0.5562";"0.6813";"0.5976";"0.6813";"0.6746";"0.6937";"0.5976";"0.6500";"0.5562";"0.6500";"0.5030";"0.6500"
"52";"0.2792";"0.7032";"0.3636";"0.6581";"0.4351";"0.6258";"0.4870";"0.6387";"0.5325";"0.6258";"0.6039";"0.6516";"0.6688";"0.7097";"0.5974";"0.7419";"0.5325";"0.7484";"0.4870";"0.7548";"0.4286";"0.7484";"0.3636";"0.7484";"0.3247";"0.7032";"0.4351";"0.6903";"0.4870";"0.6903";"0.5325";"0.6903";"0.6364";"0.7032";"0.5325";"0.6774";"0.4870";"0.6839";"0.4351";"0.6839"
"53";"0.2603";"0.6943";"0.3425";"0.6433";"0.4178";"0.6115";"0.4726";"0.6242";"0.5205";"0.6115";"0.6027";"0.6369";"0.6781";"0.6943";"0.5959";"0.7325";"0.5205";"0.7389";"0.4726";"0.7389";"0.4178";"0.7389";"0.3425";"0.7389";"0.3014";"0.6943";"0.4247";"0.6815";"0.4795";"0.6752";"0.5274";"0.6752";"0.6438";"0.6943";"0.5205";"0.6752";"0.4726";"0.6752";"0.4178";"0.6752"
"54";"0.2800";"0.7013";"0.3600";"0.6623";"0.4400";"0.6234";"0.4933";"0.6364";"0.5333";"0.6234";"0.6067";"0.6494";"0.6800";"0.7013";"0.6000";"0.7338";"0.5333";"0.7468";"0.4867";"0.7468";"0.4333";"0.7468";"0.3600";"0.7468";"0.3200";"0.7013";"0.4400";"0.6883";"0.4933";"0.6883";"0.5400";"0.6883";"0.6400";"0.7013";"0.5333";"0.6818";"0.4867";"0.6818";"0.4333";"0.6818"
"55";"0.2876";"0.6987";"0.3725";"0.6603";"0.4444";"0.6346";"0.5033";"0.6474";"0.5490";"0.6346";"0.6078";"0.6538";"0.6732";"0.7051";"0.6013";"0.7308";"0.5425";"0.7436";"0.4967";"0.7500";"0.4379";"0.7436";"0.3725";"0.7436";"0.3333";"0.6987";"0.4444";"0.6923";"0.5033";"0.6923";"0.5490";"0.6923";"0.6340";"0.7051";"0.5425";"0.6731";"0.4967";"0.6795";"0.4444";"0.6795"
"56";"0.3121";"0.6962";"0.3949";"0.6646";"0.4650";"0.6392";"0.5159";"0.6519";"0.5669";"0.6329";"0.6242";"0.6582";"0.6815";"0.6962";"0.6178";"0.7342";"0.5605";"0.7468";"0.5159";"0.7468";"0.4586";"0.7468";"0.3949";"0.7468";"0.3567";"0.6962";"0.4650";"0.6899";"0.5159";"0.6899";"0.5669";"0.6899";"0.6433";"0.6962";"0.5605";"0.6835";"0.5159";"0.6835";"0.4650";"0.6835"
"57";"0.3270";"0.7044";"0.4088";"0.6667";"0.4780";"0.6478";"0.5283";"0.6604";"0.5723";"0.6415";"0.6289";"0.6667";"0.6855";"0.7107";"0.6226";"0.7421";"0.5660";"0.7547";"0.5283";"0.7610";"0.4717";"0.7610";"0.4088";"0.7547";"0.3711";"0.7044";"0.4780";"0.6981";"0.5283";"0.6981";"0.5723";"0.6981";"0.6478";"0.7107";"0.5660";"0.6855";"0.5220";"0.6918";"0.4717";"0.6855"
"58";"0.3354";"0.6981";"0.4161";"0.6604";"0.4845";"0.6352";"0.5342";"0.6478";"0.5714";"0.6352";"0.6273";"0.6541";"0.6832";"0.6981";"0.6211";"0.7358";"0.5714";"0.7421";"0.5280";"0.7484";"0.4783";"0.7484";"0.4161";"0.7484";"0.3727";"0.6981";"0.4845";"0.6918";"0.5280";"0.6981";"0.5714";"0.6918";"0.6460";"0.7044";"0.5714";"0.6730";"0.5280";"0.6730";"0.4783";"0.6730"
"59";"0.3395";"0.7063";"0.4259";"0.6625";"0.4938";"0.6375";"0.5432";"0.6500";"0.5802";"0.6375";"0.6358";"0.6625";"0.6914";"0.7063";"0.6296";"0.7438";"0.5802";"0.7562";"0.5370";"0.7625";"0.4877";"0.7625";"0.4198";"0.7562";"0.3827";"0.7063";"0.4938";"0.7000";"0.5370";"0.7000";"0.5802";"0.6937";"0.6543";"0.7063";"0.5802";"0.6813";"0.5370";"0.6875";"0.4877";"0.6875"
"60";"0.3333";"0.7000";"0.4151";"0.6625";"0.4780";"0.6375";"0.5283";"0.6438";"0.5723";"0.6312";"0.6289";"0.6562";"0.6855";"0.6937";"0.6289";"0.7312";"0.5723";"0.7500";"0.5283";"0.7562";"0.4780";"0.7562";"0.4151";"0.7562";"0.3711";"0.7000";"0.4780";"0.6937";"0.5283";"0.6937";"0.5723";"0.6875";"0.6478";"0.6937";"0.5723";"0.6750";"0.5283";"0.6813";"0.4780";"0.6813"
"61";"0.3515";"0.6951";"0.4364";"0.6585";"0.5030";"0.6280";"0.5455";"0.6402";"0.5818";"0.6280";"0.6424";"0.6524";"0.6970";"0.6951";"0.6364";"0.7378";"0.5879";"0.7500";"0.5455";"0.7561";"0.4970";"0.7561";"0.4303";"0.7500";"0.3939";"0.6951";"0.4970";"0.6890";"0.5455";"0.6890";"0.5879";"0.6890";"0.6606";"0.7012";"0.5879";"0.6768";"0.5455";"0.6829";"0.4970";"0.6829"
"62";"0.3537";"0.6994";"0.4390";"0.6687";"0.5061";"0.6442";"0.5488";"0.6564";"0.5915";"0.6380";"0.6463";"0.6626";"0.7012";"0.7055";"0.6463";"0.7423";"0.5915";"0.7607";"0.5488";"0.7669";"0.5000";"0.7669";"0.4329";"0.7607";"0.3963";"0.7055";"0.5000";"0.6994";"0.5488";"0.7055";"0.5915";"0.6994";"0.6646";"0.7055";"0.5915";"0.6810";"0.5488";"0.6871";"0.5000";"0.6871"
